Rating,App,Category,Reviews,Installs,Type,Price,Content Rating,Current Ver,Android Ver,SizeInMB,Genre1,Genre2,DateLastUpdated
4.2,Hole.io,Game,145353,10000000,Free,0,Teen,1.3.1,4.1,85,Arcade,,24/07/2018
4.2,Hollywood U: Rising Stars,Family,233588,5000000,Free,0,Teen,3.8.0,4.0.3,74,Simulation,,21/04/2017
4.2,Funny Quotes Free,Entertainment,23666,1000000,Free,0,Teen,8.1,4,3.6,Entertainment,,04/05/2018
4.2,FutureNet your social app,Social,2093,100000,Free,0,Teen,3.36,4.2,7,Social,,08/03/2018
4.2,Hopeless Land: Fight for Survival,Game,250197,5000000,Free,0,Teen,1,4.1,44,Action,,12/07/2018
4.2,Hotel Insanity,Game,3816,100000,Free,0,Teen,1,3,31,Arcade,,07/07/2016
4.2,Hunting Safari 3D,Sports,36183,5000000,Free,0,Teen,1.4,2.1,20,Sports,,20/01/2018
4.2,Identity V,Game,109263,1000000,Free,0,Teen,1.0.144431,4.1,38,Action,,10/07/2018
4.2,Knightfallâ„¢ AR,Family,254,10000,Free,0,Teen,1,7,25,Strategy,,17/03/2018
4.2,Last Empire - War Z: Strategy,Family,853495,50000000,Free,0,Teen,1.0.208,4.0.3,78,Strategy,,02/08/2018
4.2,Lineage 2: Revolution,Game,187972,5000000,Free,0,Teen,1.05.20,4.4,99,Role Playing,,11/07/2018
4.2,L.A. Crime Stories 2 Mad City Crime,Game,3946,100000,Free,0,Teen,1.04,2.3,42,Racing,,30/03/2017
4.2,Lottery Results: Florida,Family,582,100000,Free,0,Teen,4,4,3.2,Entertainment,,22/01/2018
4.2,Master of Eternity(MOE),Game,5829,100000,Free,0,Teen,1.8.2,4.4,70,Strategy,,26/07/2018
4.2,Manga Zero - Japanese cartoon and comic reader,Comics,15194,1000000,Free,0,Teen,4.7.3,4.2,15,Comics,,19/07/2018
4.2,Meetup,Social,79129,5000000,Free,0,Teen,3.10.26,4.4,23,Social,,02/08/2018
4.2,Meetup,Social,79130,5000000,Free,0,Teen,3.10.26,4.4,23,Social,,02/08/2018
4.2,Modern Action Commando 3D,Game,492,100000,Free,0,Teen,1,4.0.3,63,Action,,06/04/2017
4.2,Moto Rider,Game,115176,10000000,Free,0,Teen,1.2.1,4,24,Racing,,15/06/2018
4.2,Multi Surgery Hospital Pro: Virtual Doctor ER Game,Family,23,1000,Free,0,Teen,1,4.1,33,Casual,,03/04/2018
4.2,Please Don't Touch Anything 3D,Family,146,5000,Paid,5.99,Teen,1.1,4.4,20,Puzzle,,07/12/2016
4.2,Poker Pro.Fr,Game,5442,100000,Free,0,Teen,4.1.3,2.3,17,Card,,22/05/2018
4.2,Pixel Z Gunner 3D - Battle Survival Fps,Game,11408,1000000,Free,0,Teen,4.1,4,96,Action,,06/07/2018
4.2,RULES OF SURVIVAL,Game,1343106,10000000,Free,0,Teen,1.180271.184729,4,56,Action,,01/08/2018
4.2,RULES OF SURVIVAL,Game,1343866,10000000,Free,0,Teen,1.180271.184729,4,56,Action,,01/08/2018
4.2,Sabka Malik Ek Sai,Social,17,1000,Free,0,Teen,1.3,2.2,5.1,Social,,25/05/2013
4.2,Shadowverse CCG,Game,47340,1000000,Free,0,Teen,2.2.15,4.1,61,Card,,30/07/2018
4.2,Sic Bo (Tai Xiu) - Multiplayer Casino,Game,152,10000,Free,0,Teen,2.1.2,4.1,16,Casino,,08/07/2018
4.2,Soldiers of Glory: Modern War,Family,64815,5000000,Free,0,Teen,1.7.5,2.3,23,Strategy,,01/06/2018
4.2,Strange Hero: Future Battle,Game,88901,10000000,Free,0,Teen,11.0.0,4,73,Action,,24/05/2018
4.2,Snake VS Block,Game,422244,50000000,Free,0,Teen,1.24,4.1,32,Arcade,,23/04/2018
4.2,Q Cat Live Wallpaper,Personalization,4383,500000,Free,0,Teen,2.7,2.3.3,7.1,Personalization,,16/03/2015
4.2,Tattoo Name On My Photo Editor,Art and design,44829,10000000,Free,0,Teen,3.8,4.1,20,Art & Design,,02/04/2018
4.2,TEKKENâ„¢,Game,147791,5000000,Free,0,Teen,1.3,5,38,Action,,26/07/2018
4.2,Urban Outfitters,Shopping,4158,500000,Free,0,Teen,2.8,4.0.3,23,Shopping,,02/07/2018
4.2,V for Voodoo,Game,16876,1000000,Free,0,Teen,3.0.1,6,59,Trivia,,28/06/2018
4.2,Vegas Crime Simulator,Family,721646,50000000,Free,0,Teen,2.7,4.1,99,Simulation,,02/08/2018
4.2,"Vietnam Today - Read online newspapers, the hottest news 24h",News and magazines,21147,5000000,Free,0,Teen,2.2.1,4.0.3,9,News & Magazines,,06/08/2018
4.2,Vigo Lite,Entertainment,10291,5000000,Free,0,Teen,3.7.3,4.0.3,6.5,Entertainment,,04/08/2018
4.2,VMate,Video players,192677,50000000,Free,0,Teen,1.78,4.0.3,17,Video Players & Editors,,03/08/2018
4.2,Vote for,Video players,193381,50000000,Free,0,Teen,1.78,4.0.3,17,Video Players & Editors,,03/08/2018
4.2,Wave Z Live Wallpaper,Personalization,63699,5000000,Free,0,Teen,1.1.6,2.3,2.3,Personalization,,21/09/2015
4.2,Wallpapers Volvo FH 16 Trucks,Personalization,13,1000,Free,0,Teen,1,2.3.3,15,Personalization,,18/06/2016
4.2,Wallpapers Volvo FH Truck,Personalization,4,100,Free,0,Teen,1,2.3.3,14,Personalization,,31/07/2016
4.2,Z War-Zombie Modern Combat,Family,62301,5000000,Free,0,Teen,1.6,4.1,72,Strategy,,01/08/2018
4.2,Zombie Frontier,Game,326689,10000000,Free,0,Teen,1.31,4.2,20,Action,,30/05/2018
4.3,Amazon Shopping,Shopping,908525,100000000,Free,0,Teen,16.14.0.100,4.4,42,Shopping,,31/07/2018
4.3,Amazon Shopping,Shopping,909204,100000000,Free,0,Teen,16.14.0.100,4.4,42,Shopping,,31/07/2018
4.3,Amazon Shopping,Shopping,909226,100000000,Free,0,Teen,16.14.0.100,4.4,42,Shopping,,31/07/2018
4.3,AE Coin Mania : Arcade Fun,Game,30002,1000000,Free,0,Teen,2.3.5,4.0.3,29,Casino,,08/02/2018
4.3,AE Lucky Fishing,Game,18277,1000000,Free,0,Teen,2.0.2,2.3,17,Arcade,,14/03/2016
4.3,Akinator,Family,1805398,50000000,Free,0,Teen,6.5.2,4.4,55,Entertainment,,11/06/2018
4.3,BaBe - Read News,News and magazines,355921,10000000,Free,0,Teen,9.1.4,4,17,News & Magazines,,01/08/2018
4.3,Baldur's Gate II,Family,5442,50000,Paid,9.99,Teen,2.5.16.6,3,16,Role Playing,,28/06/2018
4.3,Be like Me - Hay Nhu Toi,Personalization,44,1000,Free,0,Teen,1.3,4,3.5,Personalization,,26/05/2016
4.3,Be My Princess 2,Family,2806,100000,Free,0,Teen,3.6,2.3,27,Entertainment,,20/03/2018
4.3,AdventureQuest 3D MMO,Family,22667,1000000,Free,0,Teen,1.10.1,4.4,35,Role Playing,,26/07/2018
4.3,BF 3d Images,Family,19,1000,Free,0,Teen,4.5,3,2.5,Entertainment,,17/06/2015
4.3,"BigOven Recipes, Meal Planner, Grocery List & More",Food and drink,31986,1000000,Free,0,Teen,5.7.23,5,76,Food & Drink,,23/11/2017
4.3,BLOOD & GLORY: IMMORTALS,Game,101762,1000000,Free,0,Teen,2.0.0,3,11,Action,,11/06/2015
4.3,BROTHER IN WARS: GUNNER CITY WARLORDS,Game,8649,1000000,Free,0,Teen,1.0.3,4.2,39,Action,,26/07/2018
4.3,"BuzzFeed: News, Tasty, Quizzes",News and magazines,131028,5000000,Free,0,Teen,5.38,4.4,13,News & Magazines,,30/07/2018
4.3,Boyaa Poker (En) â€“ Social Texas Holdâ€™em,Game,71468,1000000,Free,0,Teen,5.8.0,4.1,51,Card,,12/06/2018
4.3,Can Your Pet? : Returns - Teen,Family,45370,1000000,Free,0,Teen,2.59.8,2.3,14,Simulation,,02/08/2018
4.3,CG Sanyukt Bharti Pariksha 2018,Family,14,1000,Free,0,Teen,7.4,2.3,4.3,Education,,10/01/2018
4.3,Case Simulator Hero for CS:GO,Family,14604,500000,Free,0,Teen,3.1.2,4.2,68,Simulation,,04/07/2018
4.3,Counter Attack - Multiplayer FPS,Game,112565,1000000,Free,0,Teen,1.1.97,4.4,32,Action,,21/07/2018
4.3,CP Dialer,Social,64,50000,Free,0,Teen,2.9.0,4.1,3.3,Social,,22/03/2018
4.3,Crime Wars S. Andreas,Game,5785,500000,Free,0,Teen,1.2,2.3,93,Racing,,12/04/2017
4.3,Crisis Action: 2018 NO.1 FPS,Game,807226,10000000,Free,0,Teen,3.0.2,4.0.3,34,Action,,11/07/2018
4.3,CrossFire: Legends,Game,144040,5000000,Free,0,Teen,1.0.9.10,4,29,Action,,25/07/2018
4.3,"CU: UPI Payments, Chat & Call",Finance,693,100000,Free,0,Teen,1.0.95,4.2,32,Finance,,03/05/2018
4.3,DEER HUNTER 2018,Game,955614,10000000,Free,0,Teen,5.1.2,3,82,Action,,26/06/2018
4.3,DEER HUNTER 2018,Game,955656,10000000,Free,0,Teen,5.1.2,3,82,Action,,26/06/2018
4.3,DEER HUNTER RELOADED,Game,314774,5000000,Free,0,Teen,3.8.2,2.1,43,Action,,16/09/2013
4.3,CS16Client,Game,8668,500000,Free,0,Teen,1.33,1.5,9.1,Action,,01/04/2017
4.3,Dead Target Zombie Shooting US Sniper Killer Squad,Game,240,50000,Free,0,Teen,1.0.2,4,65,Action,,03/10/2017
4.3,DP Editor,Photography,18,5000,Free,0,Teen,1.5,4.1,15,Photography,,04/08/2018
4.3,Etsy: Handmade & Vintage Goods,Shopping,95520,10000000,Free,0,Teen,5.3.1,4.1,15,Shopping,,03/08/2018
4.3,FaFaFaâ„¢ Gold Casino: Free slot machines,Game,11051,1000000,Free,0,Teen,1.9.58,4.0.3,44,Casino,,25/06/2018
4.3,Five Nights at Freddy's 2 Demo,Family,1503544,50000000,Free,0,Teen,1.07,2.3,40,Strategy,,15/11/2014
4.3,"Free Messages, Video, Chat,Text for Messenger Plus",Social,6086,1000000,Free,0,Teen,1.0.9,4.3,3.1,Social,,14/06/2018
4.3,GirlTalk.dk,Social,3,100,Free,0,Teen,3.1.0,4.1,5.3,Social,,22/09/2017
4.3,Faster for Facebook Lite,Social,24456,1000000,Free,0,Teen,4.7,4.1,4.6,Social,,29/05/2018
4.3,Fatal Raid - No.1 Mobile FPS,Game,56496,1000000,Free,0,Teen,1.5.447,4,81,Action,,07/08/2018
4.3,Governor of Poker 2 - OFFLINE POKER GAME,Game,246538,5000000,Free,0,Teen,3.0.8,2.3,60,Card,,06/03/2018
4.3,Hard Time (Prison Sim),Game,275843,10000000,Free,0,Teen,1.401,4,41,Adventure,,19/07/2018
4.3,Heirs & Graces,Game,125,5000,Free,0,Teen,1.0.1,2.3.3,70,Adventure,,01/07/2016
NULL,BJ - Confidential,Communication,0,10,Free,0,Teen,1.7,4.1,3.2,Communication,,23/04/2018
NULL,BJ card game blackjack,Game,3,500,Free,0,Teen,1,2.3,21,Card,,02/12/2016
NULL,BH Connect,Social,0,1,Free,0,Teen,1.4.4,4.0.3,32,Social,,22/03/2018
NULL,BK Chat,Communication,6,1000,Free,0,Teen,2.1,4.1,31,Communication,,30/07/2018
NULL,bacterial vaginosis,Medical,0,10,Free,0,Teen,1,4,3.6,Medical,,26/03/2018
NULL,Bacterial Vaginosis ðŸ‡ºðŸ‡¸,Health and fitness,1,500,Free,0,Teen,1.1,2.3,3.5,Health & Fitness,,01/11/2017
NULL,Bar BQ Night Middlesbrough,Shopping,0,100,Free,0,Teen,5.13.1,4.1,19,Shopping,,02/07/2018
NULL,Basic Strategy Training BJ 21,Game,0,500,Free,0,Teen,1.1,2.3,23,Casino,,07/03/2016
NULL,BF 3d View Wallpapers,Family,4,1000,Free,0,Teen,4.6,3,2.5,Entertainment,,18/06/2015
NULL,AF-STROKE,Medical,5,100,Paid,5,Teen,1.3,2.1,0.88,Medical,,19/12/2013
NULL,[EF]ShoutBox,Communication,3,100,Free,0,Teen,Build 54,4.0.3,2.5,Communication,,07/08/2018
NULL,2017 BN SM Sales Conference,Business,2,100,Free,0,Teen,v2.7.11.6,4.1,10,Business,,28/09/2017
NULL,Adhenarcos - Coupe Adhemar EY 2018,Family,0,100,Free,0,Teen,1,4.1,13,Entertainment,,10/01/2018
NULL,AF Legendary 2017,Business,0,50,Free,0,Teen,v2.7.11.6,4.1,11,Business,,30/09/2017
NULL,Ad Blocker for SayHi,Dating,4,100,Paid,3.99,Teen,1.2,4.0.3,1.2,Dating,,02/08/2018
NULL,Animal Hunting: Sniper Shooting,Game,0,50,Free,0,Teen,1,4,48,Action,,06/07/2018
NULL,AJ Tracey Music and Lyrics,Family,0,5,Free,0,Teen,1,4.0.3,2.7,Entertainment,,07/06/2018
NULL,AK 47 Assault Rifle Wallpapers,Personalization,1,100,Free,0,Teen,1,4.1,15,Personalization,,22/02/2018
NULL,AK Blackjack,Game,4,1000,Free,0,Teen,1.3,4.1,7.6,Card,,30/07/2018
NULL,Ak Parti YardÄ±m Toplama,Social,0,0,Paid,13.99,Teen,3.4.4.3.3,4.1,8.7,Social,,28/07/2017
NULL,AW Radio,Family,1,100,Free,0,Teen,2,2.2,1.7,Entertainment,,24/06/2015
NULL,AY EMLAK,Business,8,10,Free,0,Teen,1,4.0.3,1.2,Business,,11/07/2018
NULL,Azulones Getafe CF Fans,Sports,4,100,Free,0,Teen,2.3.11,2.3.3,7.8,Sports,,25/03/2017
NULL,BA 3 Banjarmasin,Social,2,10,Free,0,Teen,1.0.1,4.4,5.9,Social,,28/07/2018
NULL,bm-Events,Social,0,10,Free,0,Teen,1.1.1,4.4,8.1,Social,,01/11/2016
NULL,CB TV,Family,2,100,Free,0,Teen,1.0.0,4.0.3,1.9,Strategy,,13/09/2016
NULL,CF Church,Family,1,50,Free,0,Teen,3.8.0,4.1,8.7,Education,,26/06/2018
NULL,CK Life,Health and fitness,3,100,Free,0,Teen,2.0.0,4.4,60,Health & Fitness,,02/08/2018
NULL,Coupe AdhÃ©mar EY 2017,Social,6,50,Free,0,Teen,1.3,4.1,10,Social,,26/12/2016
NULL,CONNECT: The Mobile CX Summit,Productivity,0,50,Free,0,Teen,7.18.0.0,5,18,Productivity,,01/08/2018
NULL,CG Vidhansabha Chunav 2018,News and magazines,0,100,Free,0,Teen,8.1,4.0.3,3.4,News & Magazines,,12/04/2018
NULL,Cossack Dictionary (DN),Books and reference,7,10,Paid,2.99,Teen,1,4.0.3,2.3,Books & Reference,,28/04/2018
NULL,CX Summit,Productivity,1,50,Free,0,Teen,7.12.0.1,4.2,17,Productivity,,20/09/2017
NULL,DF BugMeNot,Social,7,500,Free,0,Teen,1,5,1.4,Social,,29/10/2015
NULL,DEM DZ,Health and fitness,2,100,Free,0,Teen,1,2.3.3,0.93,Health & Fitness,,13/11/2017
NULL,Digi-TV.ch,Social,62,10000,Free,0,Teen,7.1.29,4.2,25,Social,,03/05/2018
NULL,DM - The Offical Messaging App,Communication,0,10,Free,0,Teen,1.3,4.0.3,11,Communication,,20/12/2017
NULL,Dr D K Olukoya,Lifestyle,0,1,Free,0,Teen,1,4.1,3.3,Lifestyle,,25/07/2018
NULL,DN Events,Productivity,4,500,Free,0,Teen,7.17.2.0,5,18,Productivity,,07/06/2018
NULL,DN Radio FM,News and magazines,0,10,Free,0,Teen,1.1,2.3,3.8,News & Magazines,,15/07/2016
NULL,DV Web Design Tips,Productivity,1,10,Free,0,Teen,1.0.0,4.1,5.1,Productivity,,26/10/2017
NULL,EB-Chat â€“ For my Events,Events,2,10,Free,0,Teen,1.4,3,21,Events,,16/11/2017
NULL,EB Demo for Android,Family,0,10,Free,0,Teen,1,4.1,13,Entertainment,,17/05/2017
NULL,EG Mantenimiento,Business,1,50,Free,0,Teen,0.0.3,4.1,25,Business,,30/05/2018
NULL,ei,Communication,2,10,Free,0,Teen,0.0.10,4.4,4.5,Communication,,16/07/2018
NULL,EJ Ecuador,Lifestyle,9,100,Free,0,Teen,3.0.16,4,6.8,Lifestyle,,22/11/2016
NULL,EK Carevec,Family,1,10,Free,0,Teen,2.177.5489,4.3,29,Entertainment,,17/07/2018
NULL,El Nueve,News and magazines,221,50000,Free,0,Teen,1.1.3,4.0.3,3.2,News & Magazines,,16/10/2017
NULL,EO Events,Business,0,10,Free,0,Teen,v2.7.11.27,4.1,11,Business,,21/06/2018
NULL,EO Hub,Business,0,50,Free,0,Teen,3.5.4,4.1,5.2,Business,,06/02/2018
NULL,EO KOREA,Business,0,50,Free,0,Teen,1.0.7,2.2,14,Business,,04/12/2017
NULL,EO RAIPUR,Social,1,10,Free,0,Teen,1,4.0.3,4.2,Social,,21/06/2017
NULL,EP Joaillerie,Lifestyle,54,5000,Free,0,Teen,4.0.2,4.0.3,21,Lifestyle,,28/03/2018
NULL,FB Advanced Search,Social,2,50,Free,0,Teen,1.1.1,4.4,11,Social,,21/07/2018
NULL,FK Events,Productivity,0,5,Free,0,Teen,7.17.2.1,5,18,Productivity,,27/06/2018
NULL,EY Events Switzerland,Productivity,1,500,Free,0,Teen,7.17.2.3,5,18,Productivity,,29/06/2018
NULL,FP Connect,Communication,0,100,Free,0,Teen,3.15.1,4.1,22,Communication,,15/12/2017
NULL,FP Live,Communication,0,10,Free,0,Teen,1.2.4,4.2,3.3,Communication,,03/11/2017
NULL,HD Jigsaw Volvo FH Trucks,Family,2,500,Free,0,Teen,1,4,7.6,Puzzle,,29/11/2016
NULL,HD Themes Toyota Cruiser 100VX,Personalization,2,100,Free,0,Teen,1,2.3.3,16,Personalization,,30/09/2016
NULL,HD Themes Toyota Cruiser 40,Personalization,2,100,Free,0,Teen,1,2.3.3,15,Personalization,,02/10/2016
NULL,HD Themes Toyota Cruiser 50,Personalization,1,50,Free,0,Teen,1,2.3.3,11,Personalization,,02/10/2016
NULL,HD Themes Toyota Cruiser 60,Personalization,0,100,Free,0,Teen,1,2.3.3,15,Personalization,,02/10/2016
NULL,HD Themes Toyota Cruiser 80,Personalization,2,100,Free,0,Teen,1,2.3.3,13,Personalization,,03/10/2016
NULL,HD Themes Toyota Cruiser70,Personalization,0,100,Free,0,Teen,1,2.3.3,15,Personalization,,03/10/2016
NULL,HD Wallpapers Volvo FH Trucks,Personalization,4,500,Free,0,Teen,1,2.3.3,17,Personalization,,21/06/2016
NULL,HDWallpaper DK,Personalization,0,10,Free,0,Teen,1,4,6.6,Personalization,,05/10/2017
NULL,H letter images,Social,17,1000,Free,0,Teen,16.7,4.0.3,8.5,Social,,28/06/2018
NULL,Iraq love chat,Dating,14,50,Free,0,Teen,8.2,4.0.3,5,Dating,,03/08/2018
NULL,i-share AF/KLM (AFKL ishare),Social,2,100,Free,0,Teen,1.16.5,4.1,53,Social,,21/07/2018
NULL,EasyLive - FB Live Helper,Business,6,500,Free,0,Teen,1.9.0,5,3.7,Business,,25/06/2018
NULL,Jigsaw Puzzles Bus Scania BF,Family,3,1000,Free,0,Teen,1,4,6.6,Puzzle,,07/11/2016
NULL,Jigsaw Puzzles FN FAL Light Automatic Rifle,Family,0,50,Free,0,Teen,1,4.0.3,5.6,Puzzle,,07/05/2018
NULL,Jigsaw Puzzles Volvo FH Truck Game,Family,4,100,Free,0,Teen,1,4.0.3,4.7,Puzzle,,24/07/2017
NULL,Jigsaw Puzzles Volvo FH Trucks,Family,3,1000,Free,0,Teen,1,4,7.8,Puzzle,,01/12/2016
NULL,JoJo Siwa Top Hits Music,Dating,0,10,Free,0,Teen,1,4.0.3,4.9,Dating,,26/07/2018
NULL,Lexus Tech BH Service Pro,Lifestyle,0,10,Free,0,Teen,5,3,0.88,Lifestyle,,26/07/2016
NULL,mon guide au bank populaire -infos et instructions,Finance,4,1000,Free,0,Teen,2,2.3,1.5,Finance,,13/06/2018
NULL,Naruto & Boruto FR,Social,7,100,Free,0,Teen,1,4,7.7,Social,,02/02/2018
NULL,New Wallpapers Toyota FJ Cruiser Theme,Personalization,1,100,Free,0,Teen,1,4.1,16,Personalization,,23/02/2018
NULL,Ost. Zombies Cast - New Music and Lyrics,Dating,1,100,Free,0,Teen,1,4.0.3,4.6,Dating,,20/07/2018
NULL,Otto DM,Social,0,10,Free,0,Teen,1,4,2.4,Social,,07/03/2018
NULL,Obbligo o VeritÃ ? PRO,Game,4,100,Paid,0.99,Teen,"1,01",3,2.9,Board,,26/04/2018
NULL,On a Bu Pour Vous OBPV,Lifestyle,0,10,Free,0,Teen,3,4.1,5.4,Lifestyle,,06/02/2018
NULL,quran-DZ,Social,0,10,Free,0,Teen,1.1,4.2,6.2,Social,,13/06/2018
NULL,Movie DB,Family,10,1000,Free,0,Teen,1.0.1,4.2,2.6,Entertainment,,10/12/2016
NULL,Pekalongan CJ,Social,0,0,Free,0,Teen,0.0.1,4.4,5.9,Social,,21/07/2018
NULL,Radio FG Paris Underground,Family,3,100,Free,0,Teen,2,2.2,1.7,Entertainment,,26/07/2015
NULL,Romance et MystÃ¨res au LycÃ©e,Family,350,10000,Free,0,Teen,1.0.0,4.0.3,6.4,Entertainment,,23/02/2017
NULL,Skin Care and Natural Beauty,Beauty,654,100000,Free,0,Teen,1.15,4.1,7.4,Beauty,,17/07/2018
NULL,Sic Bo,Game,1,100,Paid,1.99,Teen,1.0.0,2.2,11,Card,,27/08/2013
NULL,Soy Luna - Top Music And Lyrics,Dating,1,100,Free,0,Teen,1,4.0.3,5,Dating,,24/07/2018
NULL,Super ball DZ,Game,24,1000,Free,0,Teen,1.0.4,4.1,32,Action,,21/09/2017
NULL,Themes DAF CF 85,Personalization,3,100,Free,0,Teen,1,2.3.3,14,Personalization,,13/05/2016
NULL,Themes DAF CF 85 Trucks,Personalization,2,100,Free,0,Teen,1,2.3.3,17,Personalization,,09/06/2016
NULL,Themes DAF CF Trucks,Personalization,2,100,Free,0,Teen,1,2.3.3,15,Personalization,,09/06/2016
NULL,Themes Volvo FH 16 Trucks,Personalization,38,10000,Free,0,Teen,1,2.3.3,16,Personalization,,17/06/2016
NULL,Themes Volvo FH Trucks,Personalization,14,1000,Free,0,Teen,1,2.3.3,14,Personalization,,17/06/2016
NULL,TN EC Online New,Social,7,1000,Free,0,Teen,2.1,4,2.3,Social,,21/07/2018
NULL,TNEB Bill Online Payment (Tamil),Social,7,5000,Free,0,Teen,2,4.0.3,2.3,Social,,13/07/2018
NULL,Top Puzzles Volvo FH Trucks,Family,4,500,Free,0,Teen,1,4,8.1,Puzzle,,20/11/2016
NULL,Top Themes Volvo FH Trucks,Personalization,9,1000,Free,0,Teen,1,4.1,18,Personalization,,19/06/2018
NULL,Truth or Dare Pro,Dating,0,50,Paid,1.49,Teen,1,4,20,Dating,,01/09/2017
NULL,Wallpapers AK 12,Personalization,0,10,Free,0,Teen,1,4.1,11,Personalization,,12/04/2018
NULL,Wallpapers AK 74M,Personalization,0,10,Free,0,Teen,1,4.1,11,Personalization,,13/04/2018
NULL,Wallpapers Bus Scania Irizar K,Personalization,35,10000,Free,0,Teen,1,2.3.3,15,Personalization,,21/04/2016
NULL,Wallpapers CZ 75 85,Personalization,0,10,Free,0,Teen,1,4.1,12,Personalization,,12/04/2018
NULL,Wallpapers DAF CF 85 Trucks,Personalization,0,10,Free,0,Teen,1,4.1,16,Personalization,,29/04/2017
NULL,Wallpapers DAF CF Trucks,Personalization,1,100,Free,0,Teen,1,2.3.3,13,Personalization,,13/06/2016
NULL,Wallpapers FN F2000,Personalization,0,5,Free,0,Teen,1,4.1,11,Personalization,,16/04/2018
NULL,Wallpapers FN FAL Light Automatic Rifle,Personalization,0,10,Free,0,Teen,1,4.1,14,Personalization,,17/04/2018
NULL,Wallpapers FN Five seven,Personalization,0,10,Free,0,Teen,1,4.1,13,Personalization,,18/04/2018
NULL,Wallpapers FN Herstal FNP 9,Personalization,0,1,Free,0,Teen,1,4.1,11,Personalization,,12/04/2018
NULL,Wallpapers Mercedes Benz CL,Personalization,2,100,Free,0,Teen,1,4.1,12,Personalization,,05/03/2017
NULL,Wallpapers New AK 47 Assault Rifle Guns Arms,Personalization,0,100,Free,0,Teen,1,4.1,16,Personalization,,10/03/2018
NULL,Wherever BQ,Travel and local,7,50,Free,0,Teen,5.63.0,4.0.3,18,Travel & Local,,05/09/2017
NULL,WRLP CB Repeater,Family,14,1000,Free,0,Teen,1.1.11,2.1,4.9,Entertainment,,21/07/2018
NULL,ZAK DW,Business,0,10,Free,0,Teen,1,4.1,3,Business,,13/11/2015
2,Check Lottery Tickets - Florida,Family,27,5000,Free,0,Teen,2.1,4.0.3,31,Entertainment,,17/10/2017
NULL,tournaments and more.aj.2,Communication,0,100,Free,0,Teen,4.3,2.3,4.2,Communication,,25/09/2017
2.3,What's Your CS:GO rank?,Game,278,10000,Free,0,Teen,1,2.3,2.4,Trivia,,11/02/2017
2.4,DB Event App,Social,37,5000,Free,0,Teen,1,4.1,37,Social,,25/06/2017
2.4,Bullshit! (Free),Game,45,10000,Free,0,Teen,1.1,4.1,4.1,Card,,26/08/2016
2.8,Bullshite!,Game,48,10000,Free,0,Teen,1.0.1,4.1,13,Card,,10/04/2016
2.8,Adult Dirty Emojis,Dating,80,10000,Free,0,Teen,1,4.0.3,5.5,Dating,,06/11/2017
2.9,3D Holograms Joke,Family,31596,5000000,Free,0,Teen,1.5,2.3,31,Simulation,,23/12/2016
3,Best Western To Go,Travel and local,2719,100000,Free,0,Teen,5.14.1,4.2,17,Travel & Local,,02/08/2018
3,eChallan Andhra Pradesh (AP),Social,5,1000,Free,0,Teen,1.0.0.4,4.1,2.6,Social,,15/02/2018
3,Ek Kahani Aisi Bhi Season 3 - The Horror Story,Family,1,100,Free,0,Teen,1.1,5,5.8,Entertainment,,21/07/2018
3.1,E!,Family,740,100000,Free,0,Teen,3.3.1.41,4.4,20,Entertainment,,24/05/2018
3.1,Nose Surgery ER Simulator Lite,Family,269,50000,Free,0,Teen,1,4,39,Educational,,03/06/2017
3.1,Ez iCam,Photography,7300,1000000,Free,0,Teen,V4.1.0,5,46,Photography,,12/01/2018
3.2,AMC,Family,20843,1000000,Free,0,Teen,3.3.85 (2),4.4,14,Entertainment,,02/08/2018
3.1,ER Doctor Kids Emergency Room,Family,4798,500000,Free,0,Teen,1.9,4.0.3,30,Casual,,13/06/2018
3.2,comico Popular Original Cartoon Updated Everyday Comico,Comics,93965,5000000,Free,0,Teen,6.3.0,4.0.3,15,Comics,,03/07/2018
3.2,Mali J,Social,185,10000,Free,0,Teen,1.0.1,4.1,4.7,Social,,20/10/2017
3.2,SYFY,Family,3069,500000,Free,0,Teen,3.3.1.41,4.4,18,Entertainment,,24/05/2018
3.2,Yaoi Novels - Shounen ai Book&fiction,Family,304,10000,Free,0,Teen,1.0.2,4.0.3,4.7,Entertainment,,14/02/2018
3.3,Ankle Surgery ER Emergency,Family,10449,1000000,Free,0,Teen,1.7,2.3,29,Educational,,02/12/2016
3.3,Broken Screen Prank,Family,23682,1000000,Free,0,Teen,6.2,4,9.8,Casual,,14/06/2018
3.3,Create A Superhero HD,Family,8642,500000,Free,0,Teen,4.0.4,2.3,19,Casual,,30/12/2017
3.2,Sniper Traning for CS GO,Game,655,50000,Free,0,Teen,1.0.2,4,14,Action,,18/05/2016
3.3,Body scanner (prank),Family,16063,1000000,Free,0,Teen,3,2.3,3.8,Casual,,02/06/2016
3.3,Fanfic-FR,Books and reference,52,5000,Free,0,Teen,0.3.4,4.1,3.6,Books & Reference,,05/08/2017
3.3,Gogo Vision (Biz Av),Family,11,1000,Free,0,Teen,3.4.0,4.1,7.3,Entertainment,,23/08/2017
3.3,Manga AZ - Manga Comic Reader,Comics,125,5000,Free,0,Teen,1.0.4,4.0.3,4.7,Comics,,24/07/2018
3.3,Manga AZ - Manga Comic Reader,Comics,126,5000,Free,0,Teen,1.0.4,4.0.3,4.7,Comics,,24/07/2018
